paper_id,paper,对象归属度,材料归属度,范畴自主度,解释目标归属度,体系映射度,五轴总分,强度,一致性,需复核,R2模式
587,JDFX2025004005_林洹民_2025_交大法学_论人工智能时代的个人数据供给制度.md,2,2,2,2,2,10,strong,high,False,light
588,JDFX2025004006_金耀_2025_交大法学_个人信息保护的司法困境与规则应对——基于331例个人信息案件的实证考察.md,2,2,2,2,2,10,strong,high,False,light
589,JDFX2025004007_何志鹏和周萌_2025_交大法学_国际法院公益诉讼中的对世义务诉权：解释、争议与反思.md,0,0,0,0,1,1,absent,high,False,skip
590,JDFX2025004008_汪倪杰_2025_交大法学_论第三人侵权场景下安全保障义务人的责任形态.md,2,2,2,2,2,10,strong,high,False,light
591,JDFX2025004009_孙皓_2025_交大法学_关于“可公诉可自诉”的重新解读——《公安机关办理刑事案件程序规定》第176条第2款之检讨.md,2,2,1,2,2,9,strong,medium,False,full
592,JDFX2025004010_赵大伟_2025_交大法学_共有财产执行中析产诉讼的“废弃”.md,2,2,2,2,2,10,strong,high,False,skip
593,JDFX2025004011_何泽昊_2025_交大法学_人工智能立法的产品安全思路——对欧盟《人工智能法》的批判性解读.md,2,1,1,2,1,7,medium,medium,False,full
594,JDFX2025004012_刘丁勤_2025_交大法学_人工智能生成内容权利归属重审——以作者身份归因为视角.md,2,1,0,2,2,7,medium,high,False,full
595,JDFX2025005001_史际春_2025_交大法学_竞争政策与竞争执法.md,2,2,2,2,2,10,strong,high,False,skip
596,JDFX2025005002_范进学_2025_交大法学_习近平法治思想中的宪法监督论.md,2,2,2,2,2,10,strong,high,False,skip
597,JDFX2025005003_陈洪杰_2025_交大法学_纠纷治理如何稳定法律预期——新时代“枫桥经验”的法治化原理.md,2,2,2,2,2,10,strong,high,False,light
598,JDFX2025005004_熊琦_2025_交大法学_中国著作权法前沿争议的应对方案.md,2,2,2,2,2,10,strong,high,False,full
599,JDFX2025005005_黄汇和李展鹏_2025_交大法学_模型蒸馏正当性的公共领域法理解读.md,2,1,1,2,1,7,medium,medium,False,full
600,JDFX2025005006_万勇和吴悦婷_2025_交大法学_人工智能生成内容何以赋权：基于艺术原理的展开.md,1,1,0,1,0,3,weak,low,True,full
601,JDFX2025005007_孙山_2025_交大法学_著作权法与反不正当竞争法的“平行保护”界分.md,2,2,2,2,2,10,strong,high,False,skip
602,JDFX2025005008_黄智杰和王锡锌_2025_交大法学_算法行政中信任构建的法律路径.md,1,1,2,2,2,8,strong,medium,False,full
603,JDFX2025005009_张阳_2025_交大法学_论稳定币本土发展的规范逻辑.md,2,2,2,2,2,10,strong,high,False,light
604,JDFX2025005010_姜涛_2025_交大法学_积极刑法立法观视域下轻微犯罪记录封存制度构建.md,2,2,2,2,2,10,strong,high,False,light
605,JDFX2025005011_王威智_2025_交大法学_从同案同判到“应当参照”：构筑双层性的指导性案例参照机制.md,2,2,2,2,2,10,strong,high,False,light
606,JDFX2025005012_黎森予_2025_交大法学_危险驾驶罪的实效与政策——基于实证研究的检讨.md,2,2,1,2,1,8,strong,high,False,light
607,JDFX2025006001_徐亚文和陈怡静_2025_交大法学_论习近平关于促进民营经济发展法治保障重要论述的核心要义和理论创新.md,2,2,2,2,2,10,strong,high,False,skip
608,JDFX2025006002_赵毅宇_2025_交大法学_论习近平法治思想的预防性法律制度理论.md,2,2,2,2,2,10,strong,high,False,skip
609,JDFX2025006003_郑戈_2025_交大法学_人工智能立法的价值取向与模式比较.md,1,1,1,1,1,5,medium,medium,False,full
610,JDFX2025006004_王凌皞_2025_交大法学_未来尚未到来——人工智能统一立法模式的内在悖论.md,0,0,0,0,0,0,absent,high,False,full
611,JDFX2025006005_付新华_2025_交大法学_全球人工智能立法的多元趋势与中国模式.md,2,2,2,2,2,10,strong,high,False,light
612,JDFX2025006006_田韶华_2025_交大法学_《民法典》视域下虚假身份行为效力释论.md,2,2,2,2,2,10,strong,high,False,skip
613,JDFX2025006007_其木提_2025_交大法学_货币返还请求权规则之反思与重述——以骗取金钱偿债案为例.md,2,2,2,2,2,10,strong,high,False,light
614,JDFX2025006008_袁曾_2025_交大法学_论空域权与空间权的分设——低空经济价值要素释放的法治供给.md,2,2,2,2,2,10,strong,high,False,light
615,JDFX2025006009_曲创等_2025_交大法学_平台内势力的来源、滥用危害与监管策略.md,2,2,2,2,2,10,strong,high,False,light
616,JDFX2025006010_周翔_2025_交大法学_刑事辩护变革的契机：人机协作司法模式.md,2,2,2,2,2,10,strong,high,False,light
617,JDFX2025006011_童云峰_2025_交大法学_自然犯的法定犯化：“违反国家有关规定”对侵犯公民个人信息罪的影响.md,2,2,2,2,2,10,strong,high,False,light
618,JDFX2025006012_乔博娟_2025_交大法学_OECD“双支柱”方案背景下数字企业课税规则的反思与完善——以信息基础设施为切入点.md,2,1,1,2,2,8,strong,medium,False,full
619,JDFX2026001001_郭松和严馨芸_2026_交大法学_新时代法官队伍廉政建设的路径探讨.md,2,2,1,2,1,8,strong,high,False,skip
620,JDFX2026001002_徐冬根_2026_交大法学_论稳定币对国家货币权力的挑战.md,1,0,0,1,1,3,weak,medium,False,full
621,JDFX2026001003_杨东和胡宇航_2026_交大法学_支付型稳定币的“功能—穿透”监管框架构建.md,2,2,1,2,1,8,strong,medium,False,full
622,JDFX2026001004_赵磊_2026_交大法学_稳定币的类型化及其监管逻辑.md,0,0,0,0,0,0,absent,high,False,full
623,JDFX2026001005_唐士亚_2026_交大法学_稳定币的监管与监管的稳定币——以金融稳定目标为视角.md,2,2,1,2,2,9,strong,medium,False,full
624,JDFX2026001006_凌斌和季凡琳_2026_交大法学_低空经济的网络安全：风险与治理.md,2,1,1,2,1,7,medium,medium,False,full
625,JDFX2026001007_王立梅和崔赫_2026_交大法学_“低空经济”数据产权制度的法律构造.md,2,2,2,2,2,10,strong,high,False,light
626,JDFX2026001008_钱叶六和黄政乔_2026_交大法学_房屋二重买卖的刑民界限与罪名辨析.md,2,2,2,2,2,10,strong,high,False,light
627,JDFX2026001009_孙晋和胡旨钰_2026_交大法学_海南自由贸易港强化竞争政策的实践探索与法治保障.md,2,2,1,2,2,9,strong,high,False,skip
628,JDFX2026001010_唐俊麒_2026_交大法学_平台处罚仅是“依合同的自治”？——法律关系视阈下平台惩戒性管理行为的效力探析.md,2,2,2,2,2,10,strong,high,False,light
629,JDFX2026001011_李雅男_2026_交大法学_论人工智能产品侵权的因果关系证明.md,2,1,1,2,2,8,strong,medium,False,full
630,JDFX2026001012_燕星宇_2026_交大法学_论剥削性滥用规制的定位及其在平台经济领域的强化.md,2,2,2,2,2,10,strong,high,False,full
631,JDFX2026002001_孙笑侠和魏义铭_2026_交大法学_“能—智分合”：司法AI的分阶段发展模式.md,2,2,2,2,2,10,strong,high,False,light
632,JDFX2026002002_郑曦_2026_交大法学_数字时代刑事诉讼中证据裁判原则的变革与应对.md,2,2,1,2,2,9,strong,high,False,full
633,JDFX2026002003_陈子君_2026_交大法学_人机协同审判模式中司法责任的智能化因应.md,2,2,2,2,2,10,strong,high,False,light
634,JDFX2026002004_洪涛_2026_交大法学_结构功能主义视角下刑事证人在线出庭作证的次优定位及其适用.md,2,2,1,2,2,9,strong,high,False,full
635,JDFX2026002005_王歌雅_2026_交大法学_我国亲子抚养规范的立法表达与司法适用.md,2,2,1,2,2,9,strong,high,False,full
636,JDFX2026002006_薛宁兰_2026_交大法学_抢夺、藏匿未成年子女行为的性质认定与司法干预——基于《民法典婚姻家庭编解释（二）》第12条的讨论.md,2,2,2,2,2,10,strong,high,False,light
637,JDFX2026002007_夏江皓_2026_交大法学_离婚财产分割和离婚救济制度对老年妇女的权益保障——兼论《民法典婚姻家庭编解释（二）》第21—22条的适用.md,2,2,1,2,2,9,strong,high,False,light
638,JDFX2026002008_张长绵_2026_交大法学_父母为子女婚后出资所购房产离婚时价值分配的理论构成——以《民法典婚姻家庭编解释（二）》第8条为中心.md,2,2,2,2,2,10,strong,high,False,skip
639,JDFX2026002009_王太平_2026_交大法学_我国《商标法》的非体系化现象与体系化完善.md,2,2,1,2,1,8,strong,high,False,skip
640,JDFX2026002010_胡开忠_2026_交大法学_传统文化表现形式知识产权国际条约制定的困境与出路.md,1,1,1,1,1,5,medium,high,False,full
641,JDFX2026002011_杜强强_2026_交大法学_婚姻自由：天然自由抑或法律自由？.md,2,2,2,2,2,10,strong,high,False,skip
642,JDFX2026002012_熊谋林_2026_交大法学_论定点医药机构医保诈骗的单位刑事责任.md,2,2,1,2,2,9,strong,high,False,skip
