rank,pid,source,ccb_score,title
1358,1882,E1,67.21,开放创新范式下知识产权权利功能重解
1359,1570,E1,67.19,民法典与民事诉讼法的连接与统合——从民事诉讼法视角看民法典的编纂
1360,1444,E1,67.18,对中国系统论宪法学的反思
1361,296,E1,67.15,国际法视野下的中国国有企业改革
1362,1682,E1,67.06,纪检监察机关大数据监督的规范化与制度构建
1363,573,E1,67.03,环境法体系化的范式转向及其实现
1364,1245,E1+E2,66.97,党政联合发文的制度逻辑及其规范化问题
1365,868,E1,66.85,财政权利的逻辑体系及其现实化构造
1366,290,E1,66.78,国家治理现代化下的知识产权行政执法
1367,806,E1,66.72,论检察一体化
1368,1290,E1,66.72,分级分类原则下监管标准的建构与运用
1369,391,E1,66.71,我国电子商务法调整的社会关系范围
1370,217,E1,66.63,刑事司法应坚持罪责实质评价
1371,788,E1,66.63,论我国引入公司章程防御性条款的制度构造
1372,1440,E1,66.59,家事司法运作的实质主义逻辑及其应然面向
1373,26,E1,66.56,“数字枫桥”的法治原理、模式与机制
1374,414,E1,66.56,担保物权司法解释起草中的重大争议问题
1375,702,E1,66.5,认罪认罚从宽制度疑难问题研究
1376,1472,E1,66.49,我国批准《选择法院协议公约》的问题与对策
1377,446,E1,66.44,数智化社会的法律调控
1378,106,E1,66.4,中国语境下的“宪法实施”：一项概念史的考察
1379,1082,E1,66.34,论法律意识形态
1380,1190,E1,66.29,人民检察院法律监督的体系分析
1381,760,E1,66.26,论司法认同：危机与重建
1382,1830,E1,66.24,非法集资刑事案件涉案财产处置程序的商法之维
1383,224,E1,66.21,刑事裁判中法律学说的运用困境及其解决路径
1384,1115,E1,66.21,《大清新刑律》编纂过程中的法权之争
1385,384,E1,66.19,我国民事司法多元化改革的现状与未来
1386,157,E1,66.15,作为化解行政争议主渠道的行政复议:功能反思及路径优化
1387,1922,E1,66.13,慈善财产法律制度的中国建构
1388,785,E1,65.99,论我国刑法不采取共犯从属性说及利弊
1389,1381,E1,65.97,地方预算参与的法治进路
1390,255,E1,65.94,司法中的社会科学判断
1391,1370,E1,65.94,国家监察体制改革后检察制度的巩固与发展
1392,1567,E1,65.9,民国时期公务员惩戒委员会体制研究
1393,1693,E1,65.9,老龄社会婚姻规则多元论
1394,1861,E1,65.9,发展导向型行政法的中国命题
1395,1847,E1,65.88,西汉淳于意狱案发覆
1396,1209,E1,65.84,住房反向抵押的制度反思与规范构建
1397,1703,E1,65.84,英美在近代中国行使治外法权主体之型化与形替
1398,973,E1,65.79,司法公正与同理心正义
1399,1563,E1,65.76,民事诉讼中的程序异议权研究
1400,1388,E1,65.74,基于中国式扶贫实践的给付行政法治创新
1401,422,E1,65.71,政府规制中的信用工具研究
1402,933,E1,65.68,中国生态环境法治的空间拓展及其规则创新
1403,506,E1,65.66,民法典意义的法理诠释
1404,4,E1,65.56,ESG对董事义务的改造：从商业判断到社会判断的进化
1405,1187,E1,65.56,人工智能与事实认定
1406,1564,E1,65.49,民事诉讼撤销原判决之程序违法事由
1407,972,E1,65.44,司法公信力的理性解释与建构
1408,1504,E1,65.38,数字人权规范构造的体系化展开
1409,1499,E1,65.35,支持起诉原则的法理及实践意义再认识
1410,325,E1,65.32,大数据预测警务的运作机理、风险与法律规制
1411,1118,E1,65.31,《海牙判决公约》谈判与知识产权的国际司法合作
1412,18,E1,65.21,“合宪性解释”理论辨析及其可能前景
1413,526,E1,65.21,法典化时代的刑法典修订
1414,970,E1,65.16,发展型财税法的理念跃迁与制度构造
1415,1164,E1,65.16,中国现行宪法中的“党的领导”规范
1416,869,E1,65.1,财税法功能的定位及其当代变迁
1417,340,E1,65.07,实质法益保护理念下行政犯行刑反向衔接机制的展开
1418,614,E1,65.06,立法原意何处寻:评2021年最高人民法院适用刑事诉讼法司法解释
1419,1394,E1,64.99,基层多元解纷机制的结构转型与模式分化
1420,705,E1,64.96,认罪认罚从宽制度的若干实体法问题
1421,1424,E1,64.94,安全竞争格局下的基层执法及其生态优化
1422,1834,E1,64.93,风险规制中的央地政府关系之规范建构
1423,1149,E1,64.88,中国式现代化进程中的属地管理原则
1424,613,E1,64.87,立法主体宪法说理义务的法律化
1425,1880,E1,64.87,生态环境法典中生态保护规范的体系构建
1426,1527,E1,64.78,新时代行政审判因应诉源治理之道
1427,32,E1,64.76,“法治中国”命题的理论逻辑及其展开
1428,1463,E1,64.75,当代国际私法上的一般性例外条款
1429,1923,E1,64.72,健康权的规范内涵与法治保障
1430,1385,E1,64.65,城市高密度区域的犯罪吸引机制
1431,298,E1,64.57,国际犯罪管辖和审理的制度建构与完善
1432,386,E1,64.51,我国民事案件开庭审理程序与方式之检讨与重塑
1433,1411,E1,64.35,大清刑律草案签注考论
1434,958,E1,64.34,公民参与行政的风险及法律规制
1435,1367,E1,64.34,国家安全视角下的航行自由
1436,359,E1,64.29,平台金融化规制路径的反思与重构：以长租平台为例
1437,1431,E1,64.26,审判委员会运行状况的实证研究
1438,699,E1,64.24,行贿犯罪执法困局及其对策
1439,758,E1,64.24,论司法拍卖市场化改革及其完善
1440,1881,E1,64.21,法律中“忠”的义理与构造分析
1441,1650,E1,64.19,电子诉讼制度构建的法律基础
1442,781,E1,64.18,论当代中国的交叠特征与法治社会建设:从财产权角度的路径分析
1443,99,E1,64.15,中国法院“案多人少”的实证评估与应对策略
1444,1616,E1,64.13,浙路风潮中的诸权之争
1445,1063,E1,64.12,论“以国际法为基础的国际秩序”
1446,1770,E1,64.0,证据法体系化的法理阐释
1447,849,E1,63.9,论行政诉讼补救判决的适用——基于104份行政裁判文书的统计分析
1448,559,E1,63.87,涉外法治的概念与体系
1449,263,E1,63.85,司法改革背景下逮捕的若干问题研究
1450,1485,E1,63.81,执法能力的损耗与重建——以基层食药监执法为经验样本
1451,1717,E1,63.72,行政审批改革政策试验机制的法治化图景
1452,65,E1,63.71,个人所得税纳税义务的法律建构
1453,1110,E1,63.6,“御史监察”的历史构造与运转实效
1454,539,E1,63.59,法律的“交叉”研究和应用的原理
1455,1536,E1,63.49,晚清西方视角中的中国家庭法
1456,1845,E1,63.49,财产性判项与减刑假释关联机制改革实效评估
1457,258,E1,63.44,司法判决中的指导性案例
1458,91,E1,63.43,中国律例统编的传统与现代民法体系中的指导性案例
1459,800,E1,63.37,论数字时代的积极主义法律监督观
1460,1056,E1,63.37,行政检察的监督范畴与体系构建
1461,959,E1,63.26,共享经济的法律规制
1462,739,E1,63.25,论保险告知义务规则与近因原则的衔接
1463,187,E1,63.16,全球经贸关系演变中的国际法治危机及其应对
1464,1094,E1,63.12,财税法一体化的理论逻辑与实践转向
1465,555,E1,63.01,法理即法律原理之解说
1466,321,E1,63.0,境外追逃中的量刑承诺制度研究
1467,517,E1,62.99,民法分则婚姻家庭编立法研究
1468,190,E1,62.9,公共卫生预警原则和机制建构研究
1469,1766,E1,62.6,论预防型法治
1470,598,E1,62.57,社会信用体系建设的法治之道
1471,1032,E1,62.47,监管科技:金融科技的监管挑战与维度建构
1472,833,E1,62.43,论税收国家的基础
1473,1426,E1,62.41,完善认罪认罚从宽制度：中国语境下的关键词展开
1474,647,E1,62.37,网络社会法律治理与技术治理的二元共治
1475,903,E1,62.19,错案责任追究与豁免
1476,278,E1,62.15,商业反腐的结构性治理和模式
1477,967,E1,62.15,区域协调发展的国家保障义务
1478,1353,E1,62.09,唐代笔记所载灵异案件反映的法律文化
1479,1244,E1,61.99,党政体制如何塑造基层执法
1480,1795,E1,61.87,近代中国刑事上诉制度的生成及展开
1481,1925,E1,61.79,中国刑事诉讼基本原则的体系化建构
1482,742,E1,61.75,论公共企业的法律属性
1483,982,E1,61.72,国际会计准则的困境与财务报表的改进——马克思虚拟资本理论的视角
1484,175,E1,61.68,元宇宙治理法治化的理论定位与基本框架
1485,264,E1,61.66,司法改革试点再认识：与实验研究方法的比较与启示
1486,597,E1,61.62,社会主义核心价值观的法源地位及其作用提升
1487,710,E1,61.56,论1954年宪法上的审判独立原则
1488,1064,E1,61.54,论《民法典》实施中的思维转化——从单行法思维到法典化思维
1489,819,E1,61.46,论法律科际整合及其对“可靠事实”的探寻
1490,109,E1,61.31,主权原则在中国宪法中的展开
1491,270,E1,61.29,司法解释权限的界定与行使
1492,575,E1,61.28,环境法典编纂论纲
1493,845,E1,61.28,论行政审批的分类改革与替代性制度建设
1494,123,E1,61.16,争议专属经济区内适度性执法研究
1495,855,E1,61.13,论金融法的制定
1496,324,E1,61.06,大数据时代的隐私危机及其侵权法应对
1497,380,E1,61.04,我国受贿罪量刑地区差异问题实证研究
1498,666,E1,61.04,董事会对短期主义行为的治理
1499,996,E1,60.97,宋代女性的土地权利保护
1500,435,E1,60.96,数字法学的理论表达
1501,1269,E1,60.96,公民参与司法：理论、实践及改革——以刑事司法为中心的考察
1502,1511,E1,60.93,数字经济视域下包容审慎监管的法治逻辑
1503,199,E1,60.9,公平竞争原则与政府规制变革
1504,1810,E1,60.9,醉酒型危险驾驶罪量刑影响因素实证研究
1505,1250,E1,60.82,全球金融治理的合法性困局及其应对
1506,8,E1,60.81,“一带一路”背景下铁路提单与铁路运单的协同创新机制
1507,42,E1,60.76,“长臂管辖权”的法理分析与对策研究
1508,714,E1,60.66,论《民法典》的功能主义释意模式
1509,1075,E1,60.5,论我国检察权的新发展
1510,962,E1,60.43,刑事司法人工智能的包容性规制
1511,1045,E1,60.35,经济权利保障的宪法逻辑
1512,568,E1,60.31,环境司法专门化发展的实证检视：以环境审判机构和环境审判机制为中心
1513,518,E1,60.29,民法分则物权编立法研究
1514,976,E1,60.25,唐律说“理”
1515,169,E1,60.15,债务人合法权益平等保护制度论纲
1516,193,E1,60.06,公司法定代表人越权签署的担保合同效力规则的反思与重构
1517,408,E1,60.04,我国食品安全责任强制保险的法律构造研究
1518,345,E1,60.01,宪法的全球化：历史起源、当代潮流与理论反思
1519,515,E1,60.01,民法分则侵权责任编立法研究
1520,633,E1,59.91,纳税便利原则研究
1521,554,E1,59.87,法理:法实践的正当性理由
1522,953,E1,59.85,依宪立法原则与合宪性审查
1523,1158,E1,59.84,中国法治经济建设的逻辑
1524,1643,E1,59.84,生命科技时代民法中人的主体地位构造基础
1525,262,E1,59.76,司法改革与法律职业激励环境的变化
1526,780,E1,59.76,论建立分种类、多层级的社会规范备案审查制度
1527,1016,E1,59.75,治国之法中的国际法：中国主张和制度实践
1528,139,E1,59.72,人民调解员的制度角色考
1529,243,E1,59.63,劳动法上“合理”的多重意蕴及其应用
1530,128,E1,59.62,互联网司法的正义体系
1531,1825,E1,59.62,集体建设用地向宅基地的地性转换
1532,167,E1,59.57,信用、法治与现代经济增长的制度基础
1533,846,E1,59.56,论行政廉洁原则的适用
1534,1544,E1,59.49,构建公共服务法律体系的理论逻辑及现实展开
1535,997,E1,59.47,宪法框架下的协商民主及其法治化路径
1536,941,E1,59.46,互联网金融的法律规制——基于信息工具的视角
1537,974,E1,59.46,司法方法在裁判中的运用——法条至上、原则裁判与后果权衡
1538,344,E1,59.44,宪法实施情况报告制度的理论阐释和体系构建
1539,378,E1,59.35,我国刑法制裁体系的反思与完善
1540,1156,E1,59.35,中国法律传统的经济理性
1541,498,E1,59.31,民事诉讼的社会化
1542,930,E1,59.28,中国法治社会的结构及其运行机制
1543,1046,E1,59.26,网络交易法律关系构造
1544,136,E1,59.24,人格权编的中国范式与中国式现代化的实现
1545,995,E1,59.16,大国司法理念与中国国际民事诉讼制度的发展
1546,1839,E1,59.16,劳动法视野下工作生活平衡原则的确立与规则建构
1547,436,E1,59.13,数字法学范畴体系的分层结构与逻辑展开
1548,1528,E1,59.12,新时代行政生效裁判检察监督之道
1549,1386,E1,59.1,城镇规划区违建执法困境及其解释——国家能力的视角
1550,1589,E1,59.03,法学研究新范式: 计算法学的内涵、范畴与方法
1551,1043,E1,58.91,空间正义实现的公共规制
1552,783,E1,58.79,论我国“特定区域”法治先行
1553,678,E1,58.75,行政审批（许可）权力清单建构中的法律问题
1554,153,E1,58.72,企业犯罪预防中合规计划制度的借鉴
1555,1001,E1,58.69,推进农地三权分置经营模式的立法研究
1556,437,E1,58.68,数字法学视野下的网络空间治理
1557,653,E1,58.66,聂树斌案再审：由来、问题与意义
1558,768,E1,58.66,论国际裁判中的司法政策
1559,927,E1,58.63,中国政府治理的法治路径
1560,375,E1,58.6,我国农村集体养老的法律制度供给
1561,390,E1,58.53,我国环境公益诉讼制度的建构问题与解决对策
1562,402,E1,58.49,我国证券集团诉讼的模式选择与制度重构
1563,1797,E1,58.46,近代中国统一法律适用的实践
1564,1108,E1,58.43,“六事”视野中的清代则例
1565,937,E1,58.32,中国行政法学学术体系的构造
1566,143,E1,58.19,从基础司改到综配司改:“内卷化”效应纾解
1567,615,E1,58.16,立法性决定的界定与效力
1568,811,E1,58.1,论民事诉讼中的协同主义
1569,1887,E1,58.1,人类命运共同体理念的国际法表达
1570,890,E1,58.06,通过政策的司法治理
1571,151,E1,58.03,以审判为中心背景下的刑事辩护突出问题研究
1572,886,E1,58.03,近代中国宪制的发展
1573,949,E1,58.03,从治外法权到域外规治——以管辖理论为视角
1574,1396,E1,58.01,基层法院的执行生态与非均衡执行
1575,1003,E1,58.0,政法范畴的本体论诠释
1576,535,E1,57.97,法律实证研究的兴起与分化
1577,1926,E1,57.91,经济法中的时间秩序
1578,1831,E1,57.82,面向共治格局的法治形态及其展开
1579,643,E1,57.75,网络平台治理立法的反思与完善
1580,231,E1,57.71,刑事诉讼数据处理的全流程监管
1581,1067,E1,57.71,论人类命运共同体构建中的和平搁置争端
1582,1222,E1,57.71,促进人与自然和谐共生的中国式法律协同观
1583,1051,E1,57.69,罪刑关系的体系化及其实现
1584,1071,E1,57.66,论司法决策的适度“再情感化”
1585,373,E1,57.6,我国公共卫生法治的理论坐标与制度构建
1586,1609,E1,57.59,法治如何定量——我国法治评估量化方法评析
1587,104,E1,57.51,中国环境司法的能动协同现象与形成发展逻辑
1588,342,E1,57.46,审判委员会制度改革路径实证研究
1589,69,E1,57.35,"中国""宪法实施""的话语体系与演变脉络"
1590,522,E1,57.34,民法法典化运动中的知识产权法
1591,684,E1,57.31,行政法典编纂视角下明清会典的编纂理念、立法模式及启示
1592,602,E1,57.28,社会自我规制与行政法的任务
1593,76,E1,57.25,中国刑法学自主知识体系的内涵阐释与建构路径
1594,322,E1,57.25,备案审查实施法制统一原则的必要性、可能性及其难点
1595,612,E1,57.25,立案登记背景下立案庭的定位及其未来走向
1596,311,E1,57.21,城管柔性执法：非强制框架下的效益考虑与路径选择
1597,538,E1,57.21,法律权力的含义和属性
1598,71,E1,57.16,"中国人权法学""三大体系""论纲"
1599,1461,E1+E2,57.12,当代中国政法体制的形成及意义
1600,1674,E1,57.12,积极应对人口老龄化的法治进路
1601,1523,E1,57.04,文化传承视角下的中国传统法典编纂
1602,1352,E1,56.97,周秦两汉法律“布之于民”考论
1603,1406,E1,56.96,备案审查的国家治理功能
1604,310,E1,56.94,城乡融合发展视域下农村土地权利制度优化的实现路径
1605,252,E1,56.81,双重社会转型下中国环境法的挑战与因应
1606,100,E1,56.72,中国特色刑法域外适用规则的问题与完善
1607,1030,E1,56.71,生态环境刑法立法的内在构造
1608,1036,E1,56.71,社会公共利益的私法实现机制
1609,957,E1,56.69,公权与私权共治的法律机制
1610,365,E1,56.59,当代中国的法律实证研究
1611,1550,E1,56.44,检察官相对独立论
1612,501,E1,56.41,民刑共治：中国式现代犯罪治理新模式
1613,320,E1,56.37,境外追赃中犯罪资产分享制度研究
1614,856,E1,56.37,证券期货市场高频交易的法律监管框架研究
1615,1084,E1,56.16,论法治思维的规则
1616,1522,E1,56.12,文化中国的法律构建——以历史文化遗产法为中心
1617,1112,E1,56.04,“祖制”的法律解读
1618,706,E1,56.0,认罪认罚从宽制度研究
1619,1305,E1,55.94,刑事速裁程序试点实效检验——基于12666份速裁案件裁判文书的实证分析
1620,1147,E1,55.93,中国式法治现代化概念的逻辑构造及其展开
1621,512,E1,55.87,民法典编纂中的立法语言规范化
1622,1081,E1,55.76,论法律学说的司法运用
1623,1505,E1,55.76,数字公民的身份确认及权利保障
1624,1044,E1,55.75,粤港澳大湾区治理创新的法治进路
1625,244,E1,55.72,劳动法典编纂的重大意义与体例结构
1626,1656,E1,55.69,省级统管地方法院法官任用改革审思——基于实证考察的分析
1627,439,E1,55.68,数字财产权对传统财产权理论的重构
1628,129,E1,55.63,互联网法院的时代创新与中国贡献
1629,763,E1,55.6,论唐代无主物法律制度
1630,913,E1,55.59,"""一带一路""倡议与国际法——基于国际公共产品供给视角的分析"
1631,1692,E1,55.59,群体诉讼的博弈分析
1632,681,E1,55.56,行政检察：解决行政争议的第三条道路
1633,1114,E1,55.53,《印中搜闻》与19世纪早期西方人的中国法律观
1634,85,E1,55.5,"中国宪法上""社会主义市场经济""的规范结构"
1635,1002,E1,55.5,政府治理中社会整体利益的法治实现
1636,1822,E1,55.5,附条件不起诉制度实施状况研究
1637,484,E1,55.46,正确认识和评价马锡五审判方式
1638,1416,E1,55.43,婚姻家庭立法的同一性原理
1639,83,E1,55.41,中国基本法文化的特征及其当代变迁
1640,1366,E1,55.41,国家在国际造法进程中的角色与功能——以国际海洋法的形成与运作为例
1641,277,E1,55.38,员额法官遴选机制改革实证研究:以A省为样板
1642,59,E1,55.28,世界刑事诉讼的四次革命
1643,429,E1,55.25,数字化时代国际贸易协定中的文化条款
1644,887,E1,55.21,远程工作的立法理念与制度建构
1645,459,E1,55.12,新时代司法改革的逻辑展开与路径思考
1646,86,E1,55.07,中国宪法的环境观及其规范表达
1647,1549,E1,55.0,检察人员对分类管理改革的立场——以问卷调查为基础
1648,646,E1,54.96,网络社会司法治理的实践探索与前景展望
1649,1159,E1,54.9,中国法治语境下的司法建议：机理、运用与制度完善
1650,606,E1,54.85,私法渗入公法的必然与边界
1651,82,E1,54.76,中国基层法院财政制度实证研究
1652,216,E1,54.74,刑事司法实证研究：以数据及其运用为中心的探讨
1653,551,E1,54.71,法治中国背景下国家责任论纲
1654,397,E1,54.65,我国网络信息的政府治理机制研究
1655,987,E1,54.65,地方政府的价值治理及其制度效能
1656,1838,E1,54.6,实质主义宪法监督：内涵、逻辑与实践
1657,214,E1,54.56,减负与转型的经济法推进
1658,725,E1,54.54,论中国财税法学自主知识体系的建构
1659,1924,E1,54.54,中国妇女权利的宪法建构
1660,1793,E1,54.53,迈向大数据法律研究
1661,1921,E1,54.53,制度型开放的竞争法实现
1662,15,E1,54.49,“南海仲裁案”有关岛礁的裁决与法律和事实不符
1663,944,E1,54.49,人性民法与物性刑法的融合发展
1664,1623,E1,54.46,清代君臣的法外施仁博弈
1665,1688,E1,54.41,网络暴力治理的法治化转型及立法体系建构
1666,107,E1,54.4,中国语境下的“检察权”概念考察
1667,519,E1,54.37,民法分则继承编立法研究
1668,179,E1,54.31,党内法规制定技术规范论纲
1669,1216,E1,54.31,依规治党与依法治国的关系
1670,1849,E1,54.28,人工智能时代的就业替代与法律应对：中国方案建构
1671,912,E1,54.21,1768年叫魂案再审视与解读
1672,1465,E1,54.21,成文法背景下的判例实践——近代中国最高审判机构判例汇编与实效
1673,356,E1,54.19,市场主体规则平等的理论阐释与法律制度构建
1674,432,E1,54.18,数字时代科学立法的法理研究
1675,1150,E1,54.13,中国投资协议实体保护标准的自由化和多边化演进
1676,759,E1,54.1,论司法权和司法行政事务管理权的分离
1677,176,E1,54.06,元宇宙的行政规制路径：一个框架性分析
1678,463,E1,54.06,新时代检察权的定位、特征与发展趋向
1679,608,E1,53.82,科研项目经费管理改革的法治化路径
1680,460,E1,53.79,新时代国家安全法学论纲
1681,78,E1,53.78,中国参与国际气候治理的法律立场和策略：以气候正义为视角
1682,1246,E1,53.75,党管政法：党与政法关系的演进
1683,1457,E1,53.75,庭审实质化的路径和方法
1684,751,E1,53.66,论农民集体土地所有权的管理权能
1685,876,E1,53.66,赋能型人工智能治理的理念确立与机制构建
1686,896,E1,53.66,释宪机制的影响因子及其中国构造
1687,266,E1,53.6,司法裁判中的意义分歧及其消解路径
1688,766,E1,53.59,论国家治理体系下的检察公益诉讼
1689,731,E1,53.56,论互联网法
1690,545,E1,53.51,法律解释方法在指导性案例中的运用及其完善
1691,1904,E1,53.47,政法范畴形成论
1692,723,E1,53.43,论中国法理学史学科的创立
1693,81,E1,53.35,中国在南海的历史性权利
1694,1382,E1,53.34,城市化与法治化：城市化的法律治理——农业转移人口公民化与城市治理秩序重建
1695,935,E1,53.31,中国自治型公司法的理论证成及制度实现
1696,989,E1,53.15,基于中国治理实践的行政法学命题转换
1697,1361,E1,53.12,四级两审制的发生和演化
1698,724,E1,53.1,论中国特色国际税收法治体系之建构
1699,464,E1,52.94,新时代能动司法的倡导与回应型司法的构建
1700,516,E1,52.93,民法分则合同编立法研究
1701,986,E1,52.82,在新的历史起点上推进中国特色法学体系构建
1702,1585,E1,52.74,治理体系的完善与民法典的时代精神
1703,97,E1,52.72,中国法域外适用法律体系:现状、问题与完善
1704,1438,E1,52.65,宪法相关规定直接实施工作机制的法理内涵与实践展开
1705,2,E1,52.47,APEC成员合作反腐司法一体化机制构建
1706,183,E1,52.44,党领导立法的规范原理与构造
1707,259,E1,52.43,司法判决对正当程序原则的发展
1708,289,E1,52.41,国家治理体系视角下党内法规研究的基础概念辨析
1709,1243,E1,52.38,党内法规体系的形成与完善
1710,1383,E1,52.38,城市化升级转型中的社会保障与社会法
1711,795,E1,52.37,论技术范式转移下元宇宙的法律治理
1712,929,E1,52.35,中国法律规范体系与立法效果评估
1713,1065,E1,52.32,论中国法治评估的转型
1714,158,E1,52.25,作为方法论的“地方法制”
1715,1193,E1,52.22,从国家构建到共建共享的法治转向——基于社会组织与法治建设之间关系的考察
1716,1460,E1,52.21,当代中国司法生态及其改善
1717,470,E1,52.16,机关运行保障的立法逻辑
1718,1702,E1,52.13,苏俄宪法在中国的传播及其当代意义
1719,1042,E1,52.07,税制变迁与税收法治现代化
1720,877,E1,52.01,走向“精明”的证券监管
1721,1103,E1,51.97,马克思的法律发展思想及其当代意义
1722,256,E1,51.94,司法人员职务犯罪双重管辖制度的多维思考
1723,1756,E1,51.76,论政策对刑事诉讼的作用
1724,96,E1,51.69,中国法史及法史学研究反思——兼论学术研究的规律
1725,835,E1,51.69,论经济法治现代化
1726,392,E1,51.51,我国监察体制改革若干问题思考
1727,784,E1,51.51,论我国个人破产制度的构建
1728,389,E1,51.5,我国海洋法权的宪法规范构建
1729,1057,E1,51.47,行政法治视阈下的民生立法
1730,466,E1,51.41,智慧社会背景下的“第四代人权”及其保障
1731,932,E1,51.4,中国海上航运的安保模式及其法律保障——以应对21世纪海上丝路的海盗为例
1732,92,E1,51.31,中国最高审判体制的刑民分立——传统与现代化
1733,1888,E1,51.24,“依宪治国、依宪执政”：中国宪法学自主知识体系的标志性概念
1734,925,E1,51.21,中国式物权制度的文明刻度
1735,40,E1,51.16,“诉讼爆炸”的中国应对：基于W区法院近三十年审判实践的实证分析
1736,923,E1,51.12,中国宪法权力监督功能的规范分析
1737,730,E1,50.99,论习近平法治思想的法理学创新
1738,1760,E1,50.96,论海法
1739,797,E1,50.94,论拒不履行信息网络安全管理义务罪
1740,992,E1,50.91,多边主义与国际法治
1741,276,E1,50.9,合规制度的公司法设计及其实现路径
1742,1185,E1,50.79,互联网金融风险的社会特性与监管创新
1743,363,E1,50.65,张居正改革中的考成法考论
1744,1178,E1,50.6,乡村司法与国家治理——以乡村微观权力的整合为线索
1745,186,E1,50.49,全球治理背景下国际税收秩序的挑战与变革
1746,813,E1,50.46,论民事诉讼文书样式实例评注研究的引领功用
1747,1062,E1,50.34,行政转型与行政法学的回应型变迁
1748,994,E1,49.93,大变局背景下的国际商事仲裁：世界潮流与中国因应
1749,1537,E1,49.9,智能互联网时代的法律变革
1750,115,E1,49.88,习近平法治思想中的构建新型诉讼格局理论
1751,1890,E1,49.87,卫生健康法法典化研究
1752,626,E1,49.82,系列杀人犯罪侦查分析模型的创建与检验
1753,108,E1,49.6,主任检察官制度研究
1754,984,E1,49.6,国际法的守正与创新——以全球治理体系变革的规范需求为视角
1755,743,E1,49.53,论公共法律服务与诉讼服务体系的制度协同
1756,1889,E1,49.51,中国刑事司法治理的传统范式及其现代意蕴
1757,1024,E1,49.47,海洋法权论
1758,479,E1,49.46,检察指导案例效力研究
1759,370,E1,49.43,我国专利制度现代化的自主逻辑体系建构
1760,1011,E1,49.34,构建新时代法学学科体系
1761,1009,E1,49.31,新税制改革与创新驱动发展战略
1762,1083,E1,49.29,论法治体系概念
1763,776,E1,49.28,论宪法与国际法的互动
1764,1345,E1,49.28,合作治理语境下的法治化营商环境建设
1765,145,E1,49.19,从立案审查到立案登记：法院在社会转型中的司法角色
1766,985,E1,49.07,国际贸易投资规则的再构建及中国的因应
1767,1757,E1,49.06,论数字法院
1768,789,E1,49.0,论我国数量刑法学的构建
1769,1148,E1,49.0,中国式现代化的宪法逻辑
1770,116,E1,48.96,习近平法治思想中的社会公平正义理论研究
1771,1010,E1,48.93,智慧社会建设中的“众创”式制度变革——基于“网约车”合法化进程的法理学分析
1772,5,E1,48.81,“一带一路”争端解决制度研究
1773,847,E1,48.79,论行政法中技术标准的运用
1774,1529,E1,48.71,方法论演进视野下的中国法律实证研究
1775,68,E1,48.63,中华法律文化之起源考
1776,341,E1,48.57,实验法院：近代中国司法改革的一次地方试点
1777,89,E1,48.38,中国式现代化背景下社会法体系的完善
1778,454,E1,48.34,新时代“德法合治”方略的哲理思考
1779,1176,E1,48.25,习近平法治思想的数字法治观
1780,931,E1,48.22,中国法理学进步的阶梯
1781,792,E1,48.09,论我国现行宪法的人民民主原则
1782,1476,E1,48.01,我国法治政府建设地区差异的定量分析
1783,1073,E1,47.87,论国家治理商数
1784,455,E1,47.68,新时代中国国际法理论的发展
1785,1026,E1,47.68,犯罪统计与犯罪治理的优化
1786,966,E1,47.63,包容性法治框架下的社会组织治理
1787,885,E1,47.62,"迈向""规划""时代的法治中国建设"
1788,891,E1,47.4,通过立法的文化传承
1789,719,E1,47.32,论中国古代的“六事法体系”
1790,550,E1,47.13,法治中国建设的“共建共享”路径与策略
1791,60,E1,47.04,东京审判与追究侵略之罪责
1792,1048,E1,46.9,网络社会治理的法治模式
1793,477,E1,46.78,核心国际人权条约缔约国报告制度：困境与出路
1794,185,E1,46.76,全球治理背景下人类命运共同体的阐释与构建
1795,1253,E1,46.74,全面依法治国背景下的刑事公诉
1796,333,E1,46.63,婚姻家庭编的创新和发展
1797,787,E1,46.57,论我国司法体制的现代化改革
1798,504,E1,46.47,民法典人格权编的亮点与创新
1799,1101,E1,46.41,面向“三维世界”的数字法学
1800,443,E1,46.38,数据科技伦理法律化问题探究
1801,761,E1,46.38,论司法责任制综合配套改革
1802,70,E1,46.25,中国与“一带一路”国家税收协定优惠安排与适用争议研究
1803,171,E1,46.24,健全保证宪法全面实施制度体系
1804,79,E1,46.21,中国参与极地全球治理的法治构建
1805,1836,E1,46.13,马克思主义法律理论中国化的当代意义
1806,30,E1,46.01,“枫桥经验”视野下的基层社会治理制度供给研究
1807,120,E1,45.96,习近平法治思想的法治文明论
1808,33,E1,45.79,“特区租管地”：一种区域合作法律制度创新模式
1809,1165,E1,45.66,中国第一代马克思主义法学家的理论开创
1810,934,E1,45.62,中国知识产权法律变迁的基本面向
1811,121,E1,45.53,习近平法治思想的生态文明法治理论
1812,1532,E1,45.5,明代监察系统内部监察制度析论
1813,395,E1,45.28,我国继承制度的完善与规则适用
1814,919,E1,45.26,中国刑事程序法治文明的新发展
1815,105,E1,45.22,中国知识产权制度现代化的实践与发展
1816,1796,E1,45.22,近代中国法学学术团体考证
1817,163,E1,45.21,侵权责任编:在承继中完善和创新
1818,948,E1,45.12,从民法通则到民法总则：中国当代民法的历史性跨越
1819,638,E1,45.1,绿色“一带一路”环境法规制研究
