pid,rank,title,author,journal,year,category,weighted_score,weighted_std,source,e2_override,e3_merged,round1_avg_std,round2_avg_std,std_improvement,round1_max_std,round2_max_std,dimensions_converged,total_dimensions,round1_err_category,top30,top60,top101_e2_candidate,top101_rank,top101_score,top101_weighted_std,top101_source,top101_reason,top50_proportional,top50_rank,top50_score,top50_weighted_std,problem_originality_avg,problem_originality_std,problem_originality_method,literature_insight_avg,literature_insight_std,literature_insight_method,analytical_framework_avg,analytical_framework_std,analytical_framework_method,logical_coherence_avg,logical_coherence_std,logical_coherence_method,conclusion_consensus_avg,conclusion_consensus_std,conclusion_consensus_method,forward_extension_avg,forward_extension_std,forward_extension_method
1094,1464,财税法一体化的理论逻辑与实践转向,蒋悟真[1],中国社会科学,2024,经济法学,63.12,5.66,E1,False,,12.1,4.88,7.22,22.0,10.0,5,6,,0,0,0,,,,,,0,,,,40,10.0,mean(4),83.25,4.27,mean(4),55,7.02,mean(4),83.75,1.26,mean(4),83,3.37,mean(4),78.25,3.3,mean(4)
555,1465,法理即法律原理之解说,"胡玉鸿[1,2]",中国法学,2020,法学理论,63.01,8.65,E1,False,,17.9,8.55,9.35,28.0,13.1,2,6,5-boundary-only,0,0,0,,,,,,0,,,,48,11.52,mean(4),80.5,6.14,mean(4),43.75,13.15,mean(4),82.5,3.7,mean(4),83.75,8.1,mean(4),62.5,8.81,mean(4)
321,1466,境外追逃中的量刑承诺制度研究,张磊,中国法学,2017,刑法学,63.0,12.02,E1,False,,20.15,10.6,9.55,33.5,28.5,3,6,1-empty-status,0,0,0,,,,,,0,,,,53.5,13.53,mean(4),53,10.89,mean(4),63,28.5,mean(4),74.5,5.26,mean(4),74,3.65,mean(4),74.5,1.73,mean(4)
517,1467,民法分则婚姻家庭编立法研究,夏吟兰,中国法学,2017,民商法学,62.99,7.17,E1,False,,13.53,5.67,7.87,27.2,16.5,5,6,,0,0,0,,,,,,0,,,,55.5,16.46,mean(4),75,3.74,mean(4),41.25,4.79,mean(4),78.5,1.0,mean(4),77.5,3.32,mean(4),68.25,4.72,mean(4)
190,1468,公共卫生预警原则和机制建构研究,解志勇[1],中国法学,2021,宪法学与行政法学,62.9,10.71,E1,False,,18.22,7.8,10.42,31.4,21.0,4,6,,0,0,0,,,,,,0,,,,49,20.99,mean(4),52,10.92,mean(4),73.75,5.06,mean(4),86.5,5.97,mean(4),85.5,1.73,mean(4),72.25,2.06,mean(4)
1766,1469,论预防型法治,黄文艺[1],法学研究,2024,法学理论,62.6,7.37,E1,False,,12.23,6.65,5.58,19.8,14.5,4,6,,0,0,0,,,,,,0,,,,35,5.77,mean(4),71.5,14.55,mean(4),70.75,8.85,mean(4),89,4.76,mean(4),84.5,3.0,mean(4),75.5,3.0,mean(4)
598,1470,社会信用体系建设的法治之道,沈岿[1],中国法学,2019,法学理论,62.57,14.23,E1,False,,17.72,11.3,6.42,27.4,27.2,3,6,,0,0,0,,,,,,0,,,,55.5,18.38,mean(4),47.5,27.23,mean(4),71.25,9.43,mean(4),81.75,7.41,mean(4),81,2.0,mean(4),69.25,3.4,mean(4)
1032,1471,监管科技:金融科技的监管挑战与维度建构,"杨东[1,2]",中国社会科学,2018,经济法学,62.47,7.0,E1,False,,15.17,7.45,7.72,19.0,16.0,3,6,,0,0,0,,,,,,0,,,,41.25,10.31,mean(4),72.5,3.32,mean(4),80.5,8.54,mean(4),70.75,5.06,mean(4),77.25,1.5,mean(4),68.75,16.01,mean(4)
833,1472,论税收国家的基础,张富强,中国法学,2016,经济法学,62.43,10.78,E1,False,,20.42,10.2,10.22,28.0,20.9,3,6,,0,0,0,,,,,,0,,,,55.5,20.92,mean(4),75.75,9.74,mean(4),38.75,4.79,mean(4),77.25,2.22,mean(4),70.5,4.2,mean(4),58.75,19.38,mean(4)
933,1473,中国生态环境法治的空间拓展及其规则创新,刘超[1],中国社会科学,2024,环境与资源保护法学,62.42,8.98,E1,False,,16.35,8.8,7.55,34.4,27.2,4,6,,0,0,0,,,,,,0,,,,46.25,6.29,mean(4),75.33,9.45,mean(3),55,27.18,mean(3),79.33,2.31,mean(3),79.25,5.62,mean(4),70.5,1.91,mean(4)
1426,1474,完善认罪认罚从宽制度：中国语境下的关键词展开,魏晓娜,法学研究,2016,刑法学,62.41,9.91,E1,False,,16.55,9.02,7.53,30.6,25.0,4,6,,0,0,0,,,,,,0,,,,40,12.91,mean(4),71.25,2.99,mean(4),64,25.03,mean(4),86,5.42,mean(4),83.25,4.27,mean(4),82.5,3.54,mean(2)
903,1475,错案责任追究与豁免,"朱孝清[1,2]",中国法学,2016,诉讼法学,62.19,14.79,E1,False,,23.55,13.45,10.1,34.5,27.8,2,6,,0,0,0,,,,,,0,,,,58,17.11,mean(4),46.25,27.8,mean(4),66.75,13.87,mean(4),81,2.0,mean(4),74.25,12.34,mean(4),62.5,7.59,mean(4)
278,1476,商业反腐的结构性治理和模式,杨力,中国法学,2016,刑法学,62.15,7.58,E1,False,,17.08,7.63,9.45,26.2,15.1,4,6,,0,0,0,,,,,,0,,,,52.5,11.73,mean(4),71.25,2.99,mean(4),46.5,4.04,mean(4),79.25,4.99,mean(4),64.25,15.11,mean(4),75.75,6.99,mean(4)
967,1477,区域协调发展的国家保障义务,李海平[1],中国社会科学,2022,法学理论,62.15,14.81,E1,False,,19.37,11.33,8.03,32.4,27.1,4,6,,0,0,0,,,,,,0,,,,48.75,23.94,mean(4),49.25,27.12,mean(4),80,6.73,mean(4),81.75,3.3,mean(4),83.5,3.7,mean(4),67.5,3.32,mean(4)
1353,1478,唐代笔记所载灵异案件反映的法律文化,赵晶[1],法学研究,2024,法律史,62.09,8.37,E1,False,,15.53,7.32,8.22,22.9,13.1,3,6,,0,0,0,,,,,,0,,,,61.75,10.44,mean(4),59.25,9.43,mean(4),43,13.14,mean(4),79.75,4.03,mean(4),68.75,4.57,mean(4),55,2.45,mean(4)
1244,1479,党政体制如何塑造基层执法,陈柏峰,法学研究,2017,宪法学与行政法学,61.99,14.18,E1,False,,21.7,14.65,7.05,30.5,28.5,2,6,,0,0,0,,,,,,0,,,,43.5,13.28,mean(4),60.5,20.76,mean(4),68.25,13.72,mean(4),86.5,3.7,mean(4),67.5,28.48,mean(4),71.25,7.89,mean(4)
1795,1480,近代中国刑事上诉制度的生成及展开,胡震[1],法学研究,2020,诉讼法学,61.87,6.48,E1,False,,14.17,8.05,6.12,24.1,14.1,3,6,,0,0,0,,,,,,0,,,,40,4.08,mean(4),81.75,3.3,mean(4),59.25,11.76,mean(4),76.75,6.29,mean(4),74.5,8.7,mean(4),58.25,14.1,mean(4)
1925,1481,中国刑事诉讼基本原则的体系化建构,王新清[1],中国社会科学,2025,刑法学,61.79,9.81,E1,False,,15.62,9.33,6.28,36.2,28.1,4,6,,0,0,0,,,,,,0,,,,38.75,11.09,mean(4),72.5,5.26,mean(4),60,28.14,mean(4),87,3.37,mean(4),83.25,2.75,mean(4),62.25,5.32,mean(4)
982,1482,国际会计准则的困境与财务报表的改进——马克思虚拟资本理论的视角,"周华[1];戴德明[1];刘俊海[2];叶建明[3,4]",中国社会科学,2017,法学理论,61.72,10.88,E1,False,,18.08,10.47,7.62,23.9,14.5,1,6,,0,0,0,,,,,,0,,,,35.75,9.95,mean(4),66.25,11.21,mean(4),76.25,14.29,mean(4),85.25,9.43,mean(4),64.5,14.53,mean(4),67,3.46,mean(4)
175,1483,元宇宙治理法治化的理论定位与基本框架,王奇才[1],中国法学,2022,法学理论,61.68,10.26,E1,False,,15.22,9.08,6.13,30.6,25.3,4,6,,0,0,0,,,,,,0,,,,46.25,11.09,mean(4),56.75,25.34,mean(4),67,3.46,mean(4),85.75,2.87,mean(4),80.5,3.79,mean(4),66.75,7.89,mean(4)
264,1484,司法改革试点再认识：与实验研究方法的比较与启示,何挺,中国法学,2018,诉讼法学,61.66,18.29,E1,False,,23.5,16.4,7.1,36.2,31.8,2,6,,0,0,0,,,,,,0,,,,63.25,16.15,mean(4),44.75,31.85,mean(4),54.25,29.8,mean(4),81.75,7.41,mean(4),75.5,9.15,mean(4),74.5,4.12,mean(4)
597,1485,社会主义核心价值观的法源地位及其作用提升,孙光宁[1],中国法学,2022,法学理论,61.62,12.7,E1,False,,16.4,9.63,6.77,30.3,24.7,4,6,,0,0,0,,,,,,0,,,,48.75,22.56,mean(4),67,24.74,mean(4),55,0.0,mean(4),80.5,1.91,mean(4),75,3.46,mean(4),60.75,5.06,mean(4)
710,1486,论1954年宪法上的审判独立原则,韩大元,中国法学,2016,宪法学与行政法学,61.56,9.57,E1,False,,22.32,11.62,10.7,32.3,23.6,2,6,,0,0,0,,,,,,0,,,,70,10.0,mean(4),60.5,9.88,mean(4),32.5,6.45,mean(4),71.75,4.72,mean(4),72.33,15.04,mean(3),41.67,23.63,mean(3)
1064,1487,论《民法典》实施中的思维转化——从单行法思维到法典化思维,王利明[1],中国社会科学,2022,民商法学,61.54,11.64,E1,False,,11.43,8.62,2.82,20.4,26.8,5,6,,0,0,0,,,,,,0,,,,45,26.77,mean(4),73.25,6.4,mean(4),54.75,3.59,mean(4),79.75,5.56,mean(4),76,4.24,mean(4),60.75,5.06,mean(4)
819,1488,论法律科际整合及其对“可靠事实”的探寻,孙笑侠[1],中国法学,2024,法学理论,61.46,6.66,E1,False,,15.73,7.77,7.97,22.5,20.4,4,6,,0,0,0,,,,,,0,,,,46.25,2.5,mean(4),76.5,3.7,mean(4),48.75,11.64,mean(4),78.75,6.4,mean(4),72.25,20.4,mean(4),79,2.0,mean(4)
1676,1489,积极抗辩事由的证明责任：误解与澄清,李昌盛,法学研究,2016,诉讼法学,61.38,6.97,E1,False,,12.95,6.25,6.7,33.2,24.7,5,6,,0,0,0,,,,,,0,,,,83,7.07,mean(2),82,5.66,mean(2),72.5,24.75,mean(2),0.0,0.0,none(0),0.0,0.0,none(0),72,0.0,mean(1)
109,1490,主权原则在中国宪法中的展开,王理万[1],中国法学,2023,宪法学与行政法学,61.31,9.35,E1,False,,15.05,9.68,5.37,25.5,18.4,3,6,,0,0,0,,,,,,0,,,,43.75,10.31,mean(4),69.5,1.91,mean(4),59.25,18.41,mean(4),81,5.72,mean(4),73.5,17.52,mean(4),60.75,4.35,mean(4)
575,1491,环境法典编纂论纲,"吕忠梅[1,2]",中国法学,2023,环境与资源保护法学,61.28,9.14,E1,False,,22.37,11.38,10.98,34.7,28.1,4,6,,0,0,0,,,,,,0,,,,37.5,2.89,mean(4),80,5.89,mean(4),51.25,22.87,mean(4),85.75,2.87,mean(4),66.75,28.15,mean(4),77.5,5.57,mean(4)
845,1492,论行政审批的分类改革与替代性制度建设,王克稳[1],中国法学,2015,宪法学与行政法学,61.28,12.96,E1,False,,17.75,10.22,7.53,32.1,23.9,4,6,,0,0,0,,,,,,0,,,,59,18.28,mean(4),33.75,23.94,mean(4),71.25,6.99,mean(4),84.75,5.74,mean(4),77,3.46,mean(4),72.5,2.89,mean(4)
123,1493,争议专属经济区内适度性执法研究,熊勇先,中国法学,2016,国际法学,61.16,10.82,E1,False,,19.5,11.02,8.48,25.3,19.9,2,6,,0,0,0,,,,,,0,,,,47.5,15.55,mean(4),58.25,10.44,mean(4),69.25,8.69,mean(4),78.5,6.03,mean(4),79.25,5.62,mean(4),47.75,19.94,mean(4)
855,1494,论金融法的制定,邢会强[1],中国法学,2025,经济法学,61.13,5.18,E1,False,,12.12,4.13,7.98,24.6,10.3,5,6,,0,0,0,,,,,,0,,,,43.75,10.31,mean(4),77.25,1.5,mean(4),48.25,2.36,mean(4),80.75,5.06,mean(4),84.5,3.0,mean(4),76.25,2.5,mean(4)
324,1495,大数据时代的隐私危机及其侵权法应对,徐明,中国法学,2017,民商法学,61.06,8.56,E1,False,,16.83,7.2,9.63,23.5,14.1,4,6,,0,0,0,,,,,,0,,,,45,14.14,mean(4),69,9.2,mean(4),63,7.26,mean(4),75.75,4.35,mean(4),73.75,2.06,mean(4),66,6.16,mean(4)
380,1496,我国受贿罪量刑地区差异问题实证研究,王剑波,中国法学,2016,刑法学,61.04,11.7,E1,False,,23.75,13.03,10.72,42.3,38.0,2,6,,0,0,0,,,,,,0,,,,51.75,10.44,mean(4),47.5,11.9,mean(4),69.75,9.54,mean(4),82,3.56,mean(4),57,38.03,mean(4),61.25,4.79,mean(4)
666,1497,董事会对短期主义行为的治理,侯东德[1],中国法学,2018,民商法学,61.04,8.31,E1,False,,14.95,7.12,7.83,25.8,15.7,5,6,,0,0,0,,,,,,0,,,,57.25,15.73,mean(4),74.75,4.86,mean(4),45.75,1.5,mean(4),64.5,7.05,mean(4),70.25,6.08,mean(4),58.75,7.5,mean(4)
996,1498,宋代女性的土地权利保护,柴荣[1],中国社会科学,2022,法律史,60.97,7.62,E1,False,,17.02,9.0,8.02,24.9,21.0,4,6,,0,0,0,,,,,,0,,,,33.75,7.5,mean(4),82.5,9.88,mean(4),61,4.24,mean(4),80.25,5.68,mean(4),68.25,5.68,mean(4),32.5,21.02,mean(4)
1269,1499,公民参与司法：理论、实践及改革——以刑事司法为中心的考察,陈卫东[1],法学研究,2015,刑法学,60.96,6.44,E1,False,,11.42,6.42,5.0,21.1,9.4,4,6,,0,0,0,,,,,,0,,,,30,4.08,mean(4),74.5,8.7,mean(4),71.75,9.43,mean(4),85.75,5.91,mean(4),75,7.26,mean(4),81.5,3.11,mean(4)
1511,1500,数字经济视域下包容审慎监管的法治逻辑,刘权[1],法学研究,2022,经济法学,60.93,5.44,E1,False,,14.78,6.3,8.48,22.0,10.5,3,6,,0,0,0,,,,,,0,,,,46.25,3.5,mean(4),66.25,8.5,mean(4),55.75,4.35,mean(4),81.5,2.89,mean(4),75.5,10.5,mean(4),64.25,8.1,mean(4)
199,1501,公平竞争原则与政府规制变革,孙晋[1],中国法学,2021,宪法学与行政法学,60.9,6.34,E1,False,,12.1,5.73,6.37,18.0,9.4,5,6,,0,0,0,,,,,,0,,,,42.5,6.45,mean(4),71.25,7.89,mean(4),58.75,9.43,mean(4),79.75,5.19,mean(4),82.5,2.08,mean(4),77.5,3.32,mean(4)
1810,1502,醉酒型危险驾驶罪量刑影响因素实证研究,文姬,法学研究,2016,刑法学,60.9,13.21,E1,False,,22.5,11.42,11.08,36.4,29.5,3,6,,0,0,0,,,,,,0,,,,63.75,13.38,mean(4),36.75,29.48,mean(4),74.25,12.97,mean(4),70.75,3.4,mean(4),80,4.4,mean(4),68.75,4.79,mean(4)
1250,1503,全球金融治理的合法性困局及其应对,"廖凡[1,2]",法学研究,2020,法学理论,60.82,6.27,E1,False,,15.45,6.48,8.97,27.3,12.8,5,6,,0,0,0,,,,,,0,,,,33.75,4.79,mean(4),72,5.72,mean(4),67.5,12.82,mean(4),85.25,5.25,mean(4),76,4.0,mean(4),73.75,6.29,mean(4)
8,1504,“一带一路”背景下铁路提单与铁路运单的协同创新机制,杨临萍[1],中国法学,2019,国际法学,60.81,10.55,E1,False,,17.05,8.55,8.5,25.6,17.3,2,6,,0,0,0,,,,,,0,,,,49.25,11.06,mean(4),53,17.3,mean(4),73.75,11.5,mean(4),76.25,9.03,mean(4),85,2.45,mean(4),78,0.0,mean(4)
42,1505,“长臂管辖权”的法理分析与对策研究,肖永平[1],中国法学,2019,国际法学,60.76,9.84,E1,False,,16.35,7.15,9.2,28.0,22.3,5,6,,0,0,0,,,,,,0,,,,44.75,22.26,mean(4),66.75,3.5,mean(4),61.5,6.03,mean(4),78.25,5.68,mean(4),81.25,2.99,mean(4),65,2.45,mean(4)
714,1506,论《民法典》的功能主义释意模式,许中缘[1],中国法学,2021,民商法学,60.66,13.66,E1,False,,19.03,12.37,6.67,30.7,26.7,2,6,,0,0,0,,,,,,0,,,,44.25,16.7,mean(4),64.75,26.7,mean(4),58.25,12.47,mean(4),83,2.58,mean(4),78.25,2.87,mean(4),53.5,12.77,mean(4)
1075,1507,论我国检察权的新发展,周新[1],中国社会科学,2020,诉讼法学,60.5,8.06,E1,False,,13.65,6.13,7.52,21.1,13.8,5,6,,0,0,0,,,,,,0,,,,38.75,13.77,mean(4),83.25,7.89,mean(4),45,4.08,mean(4),82,7.26,mean(4),73.75,2.06,mean(4),80,1.63,mean(4)
962,1508,刑事司法人工智能的包容性规制,李训虎,中国社会科学,2021,诉讼法学,60.43,9.55,E1,False,,15.63,7.9,7.73,28.6,20.8,4,6,,0,0,0,,,,,,0,,,,45,11.55,mean(4),60.5,20.76,mean(4),59.75,3.5,mean(4),84,4.9,mean(4),79.5,1.91,mean(4),71.25,4.79,mean(4)
1045,1509,经济权利保障的宪法逻辑,翟国强[1],中国社会科学,2019,宪法学与行政法学,60.35,10.0,E1,False,,16.13,8.13,8.0,29.3,21.8,4,6,,0,0,0,,,,,,0,,,,47.5,21.79,mean(4),73.25,4.27,mean(4),47,2.45,mean(4),76.75,4.27,mean(4),75.25,11.7,mean(4),74.25,4.35,mean(4)
568,1510,环境司法专门化发展的实证检视：以环境审判机构和环境审判机制为中心,张忠民,中国法学,2016,诉讼法学,60.31,12.33,E1,False,,18.83,10.32,8.52,30.3,22.7,3,6,,0,0,0,,,,,,0,,,,46.25,16.52,mean(4),55,22.73,mean(4),66.25,8.5,mean(4),82.25,3.1,mean(4),75.5,7.59,mean(4),75,3.46,mean(4)
518,1511,民法分则物权编立法研究,"崔建远[1,2]",中国法学,2017,民商法学,60.29,9.67,E1,False,,19.92,7.7,12.22,32.3,21.3,4,6,1-empty-status,0,0,0,,,,,,0,,,,55.75,11.32,mean(4),56.25,21.27,mean(4),47.5,2.89,mean(4),80.75,6.4,mean(4),84.5,1.73,mean(4),75.5,2.65,mean(4)
976,1512,唐律说“理”,胡玉鸿[1],中国社会科学,2023,法律史,60.25,12.63,E1,False,,18.55,11.67,6.88,30.6,26.8,3,6,,0,0,0,,,,,,0,,,,44.25,12.74,mean(4),65,14.35,mean(4),51.25,26.75,mean(4),86.25,6.24,mean(4),82.75,3.59,mean(4),63.75,6.29,mean(4)
1589,1513,法学研究新范式: 计算法学的内涵、范畴与方法,申卫星[1];刘云[1],法学研究,2020,法学理论,60.24,5.5,E1+E2,True,,17.15,4.75,12.4,25.6,5.9,6,6,,0,0,0,,,,,,0,,,,32.5,4.97,median(8) [E1+E2],82.0,6.25,median(8) [E1+E2],65.0,5.89,median(8) [E1+E2],76.5,5.76,median(8) [E1+E2],77.5,5.46,median(8) [E1+E2],65.0,3.46,median(8) [E1+E2]
169,1514,债务人合法权益平等保护制度论纲,谭启平[1],中国法学,2024,诉讼法学,60.15,7.6,E1,False,,14.85,7.63,7.22,24.3,15.7,4,6,,0,0,0,,,,,,0,,,,36.25,7.5,mean(4),77.25,8.38,mean(4),56,2.45,mean(4),82,7.66,mean(4),68.5,15.72,mean(4),62.75,4.11,mean(4)
193,1515,公司法定代表人越权签署的担保合同效力规则的反思与重构,刘俊海[1],中国法学,2020,民商法学,60.06,12.85,E1,False,,23.25,12.65,10.6,30.0,22.5,1,6,,0,0,0,,,,,,0,,,,47.5,13.23,mean(4),61,22.54,mean(4),69,10.23,mean(4),71.25,6.24,mean(4),83,8.08,mean(4),61.5,15.7,mean(4)
408,1516,我国食品安全责任强制保险的法律构造研究,于海纯[1],中国法学,2015,民商法学,60.04,6.13,E1,False,,14.58,6.62,7.97,27.4,16.9,5,6,,0,0,0,,,,,,0,,,,38,3.56,mean(4),72.5,5.07,mean(4),60.25,16.86,mean(4),80.5,3.7,mean(4),89,5.35,mean(4),82.5,5.0,mean(4)
345,1517,宪法的全球化：历史起源、当代潮流与理论反思,刘晗[1],中国法学,2015,宪法学与行政法学,60.01,5.19,E1,False,,16.07,5.58,10.48,25.0,10.4,5,6,1-empty-status,0,0,0,,,,,,0,,,,44.5,7.59,mean(4),77,3.46,mean(4),38.75,2.5,mean(4),82.25,3.86,mean(4),80.25,5.56,mean(4),59.75,10.4,mean(4)
515,1518,民法分则侵权责任编立法研究,张新宝,中国法学,2017,民商法学,60.01,13.86,E1,False,,19.52,11.72,7.8,39.0,33.3,3,6,,0,0,0,,,,,,0,,,,55.5,13.08,mean(4),46.25,33.26,mean(4),55.75,10.72,mean(4),83.75,4.65,mean(4),83.75,6.24,mean(4),63,2.45,mean(4)
633,1519,纳税便利原则研究,单飞跃[1],中国法学,2019,经济法学,59.91,10.18,E1,False,,17.58,8.35,9.23,36.2,15.0,3,6,,0,0,0,,,,,,0,,,,35.75,15.02,mean(4),73.5,13.4,mean(4),65,12.88,mean(4),78.75,2.99,mean(4),81.5,3.42,mean(4),61.75,2.36,mean(4)
554,1520,法理:法实践的正当性理由,郭晔[1],中国法学,2020,法学理论,59.87,12.73,E1,False,,18.2,13.47,4.73,31.5,27.2,2,6,,0,0,0,,,,,,0,,,,35.5,6.4,mean(4),69.25,27.24,mean(4),67.25,18.64,mean(4),81.5,2.52,mean(4),72,15.25,mean(4),45.75,10.75,mean(4)
953,1521,依宪立法原则与合宪性审查,莫纪宏[1],中国社会科学,2020,宪法学与行政法学,59.85,11.83,E1,False,,14.5,9.22,5.28,24.0,19.5,3,6,,0,0,0,,,,,,0,,,,60.75,19.47,mean(4),56,15.64,mean(4),45,9.13,mean(4),73.5,5.8,mean(4),81.75,1.26,mean(4),69.75,4.03,mean(4)
1158,1522,中国法治经济建设的逻辑,谢海定,法学研究,2017,民商法学,59.84,4.74,E1,False,,12.15,4.58,7.57,18.8,8.5,5,6,,0,0,0,,,,,,0,,,,36.25,4.79,mean(4),73,3.37,mean(4),56.25,8.54,mean(4),84.75,4.72,mean(4),81,2.0,mean(4),75.5,4.12,mean(4)
262,1523,司法改革与法律职业激励环境的变化,吴洪淇[1],中国法学,2019,诉讼法学,59.76,6.86,E1,False,,14.68,7.7,6.98,25.3,18.8,3,6,,0,0,0,,,,,,0,,,,38.75,10.31,mean(4),67.5,3.32,mean(4),62.5,8.81,mean(4),81.5,3.42,mean(4),78,1.63,mean(4),53,18.78,mean(4)
780,1524,论建立分种类、多层级的社会规范备案审查制度,刘作翔[1],中国法学,2021,宪法学与行政法学,59.76,6.94,E1,False,,15.08,6.52,8.57,28.8,12.6,3,6,,0,0,0,,,,,,0,,,,43.25,9.71,mean(4),66.25,2.5,mean(4),59.5,12.56,mean(4),78.25,2.87,mean(4),76.75,9.91,mean(4),65.75,1.5,mean(4)
1016,1525,治国之法中的国际法：中国主张和制度实践,古祖雪,中国社会科学,2015,国际法学,59.75,8.2,E1,False,,17.4,7.52,9.88,25.5,13.5,4,6,,0,0,0,,,,,,0,,,,38.75,11.81,mean(4),76,4.24,mean(4),55.75,13.5,mean(4),78,4.24,mean(4),70.75,7.18,mean(4),76,4.24,mean(4)
139,1526,人民调解员的制度角色考,吴元元[1],中国法学,2021,诉讼法学,59.72,10.02,E1,False,,16.23,11.43,4.8,21.3,17.6,2,6,,0,0,0,,,,,,0,,,,34.5,5.26,mean(4),75,11.55,mean(4),56.75,16.68,mean(4),84.5,6.66,mean(4),71.25,17.58,mean(4),65,10.8,mean(4)
243,1527,劳动法上“合理”的多重意蕴及其应用,冯彦君,中国法学,2018,经济法学,59.63,10.59,E1,False,,20.92,7.97,12.95,38.8,21.2,4,6,,0,0,0,,,,,,0,,,,50.5,16.66,mean(4),40,21.21,mean(4),79.25,2.99,mean(4),78.25,2.87,mean(4),74.75,2.5,mean(4),76.75,1.5,mean(4)
128,1528,互联网司法的正义体系,王福华[1],中国法学,2024,诉讼法学,59.62,10.37,E1,False,,13.5,9.08,4.42,27.8,20.6,3,6,,0,0,0,,,,,,0,,,,41.25,10.31,mean(4),59.25,20.61,mean(4),65,14.0,mean(4),83.5,3.0,mean(4),85,2.45,mean(4),76,4.24,mean(4)
1825,1529,集体建设用地向宅基地的地性转换,耿卓[1],法学研究,2022,环境与资源保护法学,59.62,6.93,E1,False,,12.25,5.93,6.32,17.1,10.8,4,6,,0,0,0,,,,,,0,,,,35,10.8,mean(4),74.25,2.87,mean(4),61.5,9.11,mean(4),80.5,5.74,mean(4),81.5,4.73,mean(4),75,2.45,mean(4)
129,1530,互联网法院的时代创新与中国贡献,景汉朝[1],中国法学,2022,诉讼法学,59.57,4.09,E1,False,,14.12,4.35,9.77,24.7,8.3,5,6,,0,0,0,,,,,,0,,,,33.5,4.43,mean(4),84.5,3.32,mean(4),59.25,5.06,mean(4),74,1.73,mean(3),65.75,8.3,mean(4),79.75,3.3,mean(4)
167,1531,信用、法治与现代经济增长的制度基础,王若磊[1],中国法学,2019,法学理论,59.57,13.14,E1,False,,19.62,12.23,7.38,30.8,18.9,2,6,1-empty-status,0,0,0,,,,,,0,,,,49.25,17.86,mean(4),51.25,18.87,mean(4),57.75,13.05,mean(4),84.75,4.72,mean(4),82.5,3.32,mean(4),57.25,15.56,mean(4)
846,1532,论行政廉洁原则的适用,于安,中国法学,2016,宪法学与行政法学,59.56,10.15,E1,False,,17.17,8.5,8.67,25.0,17.6,4,6,,0,0,0,,,,,,0,,,,50.5,17.64,mean(4),68.5,11.39,mean(4),37.5,2.89,mean(4),80.75,5.97,mean(4),76.5,5.97,mean(4),62.25,7.14,mean(4)
1544,1533,构建公共服务法律体系的理论逻辑及现实展开,陈云良[1];寻健[2],法学研究,2019,宪法学与行政法学,59.49,8.15,E1,False,,14.72,8.12,6.6,21.4,12.5,3,6,,0,0,0,,,,,,0,,,,38.75,11.81,mean(4),63.5,5.26,mean(4),68.25,9.46,mean(4),80,5.42,mean(4),78,4.24,mean(4),65.75,12.47,mean(4)
997,1534,宪法框架下的协商民主及其法治化路径,马一德,中国社会科学,2016,宪法学与行政法学,59.47,14.11,E1,False,,16.78,12.08,4.7,29.3,26.0,3,6,,0,0,0,,,,,,0,,,,44.25,26.03,mean(4),61.25,14.22,mean(4),52.5,2.89,mean(4),85.75,3.3,mean(4),69.25,21.09,mean(4),68.75,4.99,mean(4)
941,1535,互联网金融的法律规制——基于信息工具的视角,杨东[1],中国社会科学,2015,经济法学,59.46,11.66,E1,False,,18.67,12.72,5.95,24.5,17.8,1,6,,0,0,0,,,,,,0,,,,49.25,11.06,mean(4),45.75,17.58,mean(4),66.75,12.58,mean(4),83,2.0,mean(4),70.5,17.77,mean(4),67.5,15.2,mean(4)
974,1536,司法方法在裁判中的运用——法条至上、原则裁判与后果权衡,任强,中国社会科学,2017,法学理论,59.46,9.32,E1,False,,14.63,8.55,6.08,25.7,14.2,2,6,,0,0,0,,,,,,0,,,,46.5,8.35,mean(4),60.25,11.15,mean(4),58.25,14.2,mean(4),79,9.7,mean(4),80,2.31,mean(4),58,5.72,mean(4)
378,1537,我国刑法制裁体系的反思与完善,彭文华[1],中国法学,2022,刑法学,59.35,9.48,E1,False,,17.2,9.3,7.9,28.2,20.4,3,6,,0,0,0,,,,,,0,,,,47.25,8.96,mean(4),64.75,10.37,mean(4),47.5,20.36,mean(4),81,3.56,mean(4),74.5,6.66,mean(4),73.25,5.68,mean(4)
1156,1538,中国法律传统的经济理性,夏扬,法学研究,2016,法学理论,59.35,8.33,E1,False,,16.5,7.27,9.23,26.4,13.9,4,6,,0,0,0,,,,,,0,,,,48,13.88,mean(4),69,11.17,mean(4),35,4.08,mean(4),85,2.45,mean(4),79,4.55,mean(4),51.25,7.5,mean(4)
498,1539,民事诉讼的社会化,王福华,中国法学,2018,诉讼法学,59.31,5.67,E1,False,,14.52,5.72,8.8,20.4,15.8,5,6,,0,0,0,,,,,,0,,,,38.75,2.99,mean(4),78.5,6.03,mean(4),54.25,15.76,mean(4),74.75,3.77,mean(4),82,3.27,mean(4),65,2.45,mean(4)
